case_id,exception_signature,root_cause,final_action,human_override_flag,agent_confidence,resolved_by,resolution_time_hours,outcome
EXC_e92d195be1,MISSING_REFERENCE_DATA|EU|JPY|CP002,REFERENCE_DATA_GAP,Backfill missing reference data before settlement processing,False,0.42,team_lead,10.51,RESOLVED
EXC_983cea8a26,PRICE_MISMATCH|EU|JPY|CP017,PRICE_BREAK,Reconfirm price with trading desk and amend booking if required,False,0.83,team_lead,1.6,RESOLVED
EXC_0f7a2d1e9f,QUANTITY_MISMATCH|EU|USD|CP015,QUANTITY_BREAK,Investigate allocation quantity and amend booking if approved,False,0.74,human_reviewer,2.42,RESOLVED
EXC_578f798d26,SSI_MISMATCH|JP|JPY|CP021,SSI_MISMATCH,Validate SSI against active master and resend instruction,False,0.87,team_lead,5.53,RESOLVED
EXC_4f09eaf724,BOOKING_MISMATCH|GB|SGD|CP001,BOOKING_MISMATCH,Reconcile booking details with front office and repair trade,True,0.9,human_reviewer,19.11,RESOLVED
EXC_3251050b97,PRICE_MISMATCH|SG|EUR|CP024,PRICE_BREAK,Reconfirm price with trading desk and amend booking if required,False,0.77,team_lead,10.17,RESOLVED
EXC_a5f1f28925,MISSING_INSTRUCTION|JP|SGD|CP019,MISSING_SSI,Request missing instructions from counterparty/custodian,False,0.8,ops_analyst,4.11,RESOLVED
EXC_561cc968f7,HOLIDAY_SETTLEMENT_ERROR|EU|GBP|CP010,MARKET_HOLIDAY_MISREAD,Roll intended settlement date to next open market day,True,0.77,human_reviewer,15.88,RESOLVED
EXC_fbfa5fbee8,QUANTITY_MISMATCH|EU|EUR|CP019,QUANTITY_BREAK,Investigate allocation quantity and amend booking if approved,False,0.79,human_reviewer,14.87,RESOLVED
EXC_5e9c70d952,COUNTERPARTY_DISCREPANCY|GB|JPY|CP030,COUNTERPARTY_REFERENCE_MISMATCH,Confirm legal entity and refresh counterparty reference data,False,0.39,agent,10.38,RESOLVED
EXC_8ed34e7038,AMBIGUOUS_NOISY|US|SGD|CP012,AMBIGUOUS_EVIDENCE,Escalate to human review due to conflicting or weak evidence,True,0.61,human_reviewer,21.01,PENDING_REMEDIATION
EXC_4a91f2513c,SSI_MISMATCH|IN|GBP|CP026,SSI_MISMATCH,Validate SSI against active master and resend instruction,False,0.92,team_lead,1.9,RESOLVED
EXC_11e4e97f72,COUNTERPARTY_DISCREPANCY|SG|USD|CP027,COUNTERPARTY_REFERENCE_MISMATCH,Confirm legal entity and refresh counterparty reference data,False,0.54,team_lead,7.87,RESOLVED
EXC_a4cfe937e5,WRONG_ACCOUNT|GB|GBP|CP025,WRONG_ACCOUNT,Correct settlement account and obtain approval before rebook,True,0.79,human_reviewer,11.74,RESOLVED
EXC_fa6b96a8a0,HOLIDAY_SETTLEMENT_ERROR|SG|GBP|CP019,MARKET_HOLIDAY_MISREAD,Roll intended settlement date to next open market day,False,0.84,team_lead,14.05,RESOLVED
EXC_0a6a9ae5ec,WRONG_ACCOUNT|IN|EUR|CP016,WRONG_ACCOUNT,Correct settlement account and obtain approval before rebook,True,0.77,human_reviewer,3.25,RESOLVED
EXC_d676333b77,MISSING_REFERENCE_DATA|SG|USD|CP020,REFERENCE_DATA_GAP,Backfill missing reference data before settlement processing,False,0.37,human_reviewer,9.5,RESOLVED
EXC_bb8a146dcb,PRICE_MISMATCH|EU|SGD|CP008,PRICE_BREAK,Reconfirm price with trading desk and amend booking if required,False,0.86,team_lead,9.72,RESOLVED
EXC_04dd456250,AMBIGUOUS_NOISY|IN|USD|CP004,AMBIGUOUS_EVIDENCE,Escalate to human review due to conflicting or weak evidence,True,0.48,human_reviewer,11.3,RESOLVED
EXC_af35bd3003,PRICE_MISMATCH|EU|SGD|CP017,PRICE_BREAK,Reconfirm price with trading desk and amend booking if required,True,0.93,human_reviewer,6.14,RESOLVED
EXC_06ee5fb391,PRICE_MISMATCH|IN|EUR|CP022,PRICE_BREAK,Reconfirm price with trading desk and amend booking if required,False,0.92,human_reviewer,10.15,RESOLVED
EXC_012be39024,AMBIGUOUS_NOISY|IN|JPY|CP011,AMBIGUOUS_EVIDENCE,Escalate to human review due to conflicting or weak evidence,True,0.56,human_reviewer,6.58,PENDING_REMEDIATION
EXC_66b5496cfb,QUANTITY_MISMATCH|SG|SGD|CP007,QUANTITY_BREAK,Investigate allocation quantity and amend booking if approved,False,0.86,agent,15.28,RESOLVED
EXC_77540f2653,WRONG_ACCOUNT|SG|JPY|CP025,WRONG_ACCOUNT,Correct settlement account and obtain approval before rebook,True,0.8,human_reviewer,12.63,RESOLVED
EXC_7b27d47ec4,HOLIDAY_SETTLEMENT_ERROR|GB|EUR|CP014,MARKET_HOLIDAY_MISREAD,Roll intended settlement date to next open market day,False,0.83,ops_analyst,7.91,RESOLVED
EXC_490dee7d9e,PRICE_MISMATCH|SG|SGD|CP007,PRICE_BREAK,Reconfirm price with trading desk and amend booking if required,False,0.84,agent,9.62,RESOLVED
EXC_10c45cee63,BOOKING_MISMATCH|US|INR|CP024,BOOKING_MISMATCH,Reconcile booking details with front office and repair trade,True,0.85,human_reviewer,26.78,RESOLVED
EXC_bca7fb17c1,PRICE_MISMATCH|JP|USD|CP027,PRICE_BREAK,Reconfirm price with trading desk and amend booking if required,False,0.76,agent,5.63,RESOLVED
EXC_49e2725c95,MISSING_INSTRUCTION|IN|INR|CP001,MISSING_SSI,Request missing instructions from counterparty/custodian,False,0.95,human_reviewer,1.38,RESOLVED
EXC_64baad938c,BOOKING_MISMATCH|US|JPY|CP013,BOOKING_MISMATCH,Reconcile booking details with front office and repair trade,True,0.96,human_reviewer,29.99,RESOLVED
EXC_13bb45ae42,COUNTERPARTY_DISCREPANCY|JP|GBP|CP012,COUNTERPARTY_REFERENCE_MISMATCH,Confirm legal entity and refresh counterparty reference data,False,0.59,human_reviewer,1.68,RESOLVED
EXC_2af24004fe,WRONG_ACCOUNT|IN|USD|CP006,WRONG_ACCOUNT,Correct settlement account and obtain approval before rebook,True,0.9,human_reviewer,13.15,RESOLVED
EXC_f79369a5c6,QUANTITY_MISMATCH|EU|USD|CP006,QUANTITY_BREAK,Investigate allocation quantity and amend booking if approved,False,0.72,agent,14.46,RESOLVED
EXC_ff668f9477,MISSING_INSTRUCTION|US|USD|CP014,MISSING_SSI,Request missing instructions from counterparty/custodian,False,0.9,human_reviewer,13.78,RESOLVED
EXC_5f8434f412,WRONG_ACCOUNT|GB|INR|CP005,WRONG_ACCOUNT,Correct settlement account and obtain approval before rebook,True,0.9,human_reviewer,2.98,RESOLVED
EXC_1b2f0c9956,BOOKING_MISMATCH|EU|SGD|CP014,BOOKING_MISMATCH,Reconcile booking details with front office and repair trade,True,0.93,human_reviewer,11.63,RESOLVED
EXC_681fb6b549,WRONG_ACCOUNT|IN|JPY|CP028,WRONG_ACCOUNT,Correct settlement account and obtain approval before rebook,True,0.88,human_reviewer,6.14,RESOLVED
EXC_a6d2864a18,QUANTITY_MISMATCH|EU|USD|CP017,QUANTITY_BREAK,Investigate allocation quantity and amend booking if approved,False,0.88,human_reviewer,12.64,RESOLVED
EXC_1ee3ef6eef,SSI_MISMATCH|SG|GBP|CP024,SSI_MISMATCH,Validate SSI against active master and resend instruction,False,0.79,team_lead,15.39,RESOLVED
EXC_6b22257ae6,MISSING_REFERENCE_DATA|JP|INR|CP010,REFERENCE_DATA_GAP,Backfill missing reference data before settlement processing,False,0.57,human_reviewer,15.26,RESOLVED
EXC_74b3ee57fd,BOOKING_MISMATCH|GB|SGD|CP013,BOOKING_MISMATCH,Reconcile booking details with front office and repair trade,True,0.85,human_reviewer,29.15,RESOLVED
EXC_ab319f20bb,BOOKING_MISMATCH|JP|EUR|CP020,BOOKING_MISMATCH,Reconcile booking details with front office and repair trade,True,0.93,human_reviewer,26.74,RESOLVED
EXC_15bfdab67a,AMBIGUOUS_NOISY|JP|GBP|CP026,AMBIGUOUS_EVIDENCE,Escalate to human review due to conflicting or weak evidence,True,0.38,human_reviewer,30.18,PENDING_REMEDIATION
EXC_ef58bbfdc1,SSI_MISMATCH|JP|EUR|CP019,SSI_MISMATCH,Validate SSI against active master and resend instruction,False,0.88,team_lead,14.56,RESOLVED
EXC_cf58ee37e0,PRICE_MISMATCH|JP|SGD|CP027,PRICE_BREAK,Reconfirm price with trading desk and amend booking if required,False,0.89,ops_analyst,13.74,RESOLVED
EXC_4e10491971,SSI_MISMATCH|SG|GBP|CP012,SSI_MISMATCH,Validate SSI against active master and resend instruction,False,0.85,human_reviewer,13.08,RESOLVED
EXC_3c1e15a601,QUANTITY_MISMATCH|EU|USD|CP011,QUANTITY_BREAK,Investigate allocation quantity and amend booking if approved,False,0.89,human_reviewer,9.41,RESOLVED
EXC_cdbd2df628,AMBIGUOUS_NOISY|IN|SGD|CP013,AMBIGUOUS_EVIDENCE,Escalate to human review due to conflicting or weak evidence,True,0.48,human_reviewer,31.0,PENDING_REMEDIATION
EXC_f312110509,PRICE_MISMATCH|GB|JPY|CP008,PRICE_BREAK,Reconfirm price with trading desk and amend booking if required,False,0.78,human_reviewer,6.55,RESOLVED
EXC_c4d5e6a211,SSI_MISMATCH|IN|GBP|CP011,SSI_MISMATCH,Validate SSI against active master and resend instruction,False,0.83,agent,9.87,RESOLVED
EXC_739584d83c,QUANTITY_MISMATCH|US|INR|CP006,QUANTITY_BREAK,Investigate allocation quantity and amend booking if approved,False,0.77,ops_analyst,7.78,RESOLVED
EXC_c74ad12b70,BOOKING_MISMATCH|GB|INR|CP011,BOOKING_MISMATCH,Reconcile booking details with front office and repair trade,True,0.96,human_reviewer,29.21,RESOLVED
